case_name,swarm_size,w,c1,c2,max_iterations,seed,best_weighted,makespan,total_cost,runtime
single_small,80,0.3,1.2,1.2,80,1163,258.8552540038683,258.8552540038683,0.0,19.53891396522522
single_small,80,0.3,1.2,1.2,80,1164,259.5834904878437,259.5834904878437,0.0,19.141955852508545
single_small,80,0.3,1.2,1.2,150,1165,258.51214690320563,258.51214690320563,0.0,37.369080781936646
single_small,80,0.3,1.2,1.2,150,1166,258.7223157080092,258.7223157080092,0.0,44.257081747055054
single_small,80,0.3,1.2,1.2,150,1167,258.51581341177854,258.51581341177854,0.0,35.594759941101074
single_small,80,0.3,1.2,1.2,250,1168,258.450957240971,258.450957240971,0.0,61.92391800880432
single_small,80,0.3,1.2,1.2,250,1169,258.349658502818,258.349658502818,0.0,61.60782480239868
single_small,80,0.3,1.2,1.2,250,1170,258.59719133146604,258.59719133146604,0.0,61.42397499084473
single_small,80,0.3,1.7,1.7,80,1171,260.383119935311,260.383119935311,0.0,20.01251792907715
single_small,80,0.3,1.7,1.7,80,1172,260.1295327450799,260.1295327450799,0.0,20.717978715896606
single_small,80,0.3,1.7,1.7,80,1173,261.4574531382863,261.4574531382863,0.0,20.24875497817993
single_small,80,0.3,1.7,1.7,150,1174,259.96206674172777,259.96206674172777,0.0,37.31343698501587
single_small,80,0.3,1.7,1.7,150,1175,262.82001738477607,262.82001738477607,0.0,36.7518892288208
single_small,80,0.3,1.7,1.7,150,1176,261.05281372052445,261.05281372052445,0.0,36.71765494346619
single_small,80,0.3,1.7,1.7,250,1177,259.0630410186446,259.0630410186446,0.0,63.24873995780945
single_small,80,0.3,1.7,1.7,250,1178,259.70072545415013,259.70072545415013,0.0,61.95927596092224
single_small,80,0.3,1.7,1.7,250,1179,259.57996555251,259.57996555251,0.0,62.24703884124756
single_small,80,0.3,2.2,2.2,80,1180,260.8641137369284,260.8641137369284,0.0,20.51827311515808
single_small,80,0.3,2.2,2.2,80,1181,265.60528885883855,265.60528885883855,0.0,20.781694173812866
single_small,80,0.3,2.2,2.2,80,1182,288.5942350977481,288.5942350977481,0.0,33.4091899394989
single_small,80,0.3,2.2,2.2,150,1183,263.4367055466484,263.4367055466484,0.0,38.766144037246704
